"","RFID","Date","Weight","stationname"
"188","942 000002715538",2018-05-21 00:00:00,604,"Belmont"
"189","942 000002715538",2018-08-22 00:00:00,580,"Belmont"
"190","942 000002715538",2018-12-19 00:00:00,530,"Belmont"
"191","942 000002715689",2018-03-09 00:00:00,580,"Belmont"
"192","942 000002715689",2018-05-21 00:00:00,648,"Belmont"
"193","942 000002715689",2018-08-14 00:00:00,624,"Belmont"
"194","942 000002715689",2018-12-19 00:00:00,510,"Belmont"
"195","942 000002715689",2019-03-01 00:00:00,568,"Belmont"
"196","942 000002715689",2019-04-02 00:00:00,580,"Belmont"
"197","942 000002715689",2019-05-23 00:00:00,606,"Belmont"
"198","942 000002715689",2019-08-28 00:00:00,608,"Belmont"
"199","942 000002715689",2020-03-24 00:00:00,487,"Belmont"
"200","942 000002719837",2018-03-09 00:00:00,491,"Belmont"
"201","942 000002719837",2018-05-21 00:00:00,560,"Belmont"
"202","942 000002719837",2018-08-22 00:00:00,552,"Belmont"
"203","942 000002719837",2018-12-19 00:00:00,491,"Belmont"
"204","942 000002719837",2019-03-01 00:00:00,514,"Belmont"
"205","942 000002719837",2019-04-02 00:00:00,522,"Belmont"
"206","942 000002719837",2019-05-23 00:00:00,524,"Belmont"
"207","942 000002719837",2019-08-28 00:00:00,548,"Belmont"
"208","942 000002719837",2020-03-24 00:00:00,447,"Belmont"
"209","942 000002719840",2017-12-19 00:00:00,522,"Belmont"
"210","942 000002719840",2018-01-11 00:00:00,542,"Belmont"
"211","942 000002719840",2018-02-01 00:00:00,566,"Belmont"
"212","942 000002719840",2018-02-26 00:00:00,504,"Belmont"
"213","942 000002719840",2018-03-09 00:00:00,508,"Belmont"
"214","942 000002719840",2018-03-14 00:00:00,538,"Belmont"
"215","942 000002719840",2018-04-05 00:00:00,544,"Belmont"
"216","942 000002719840",2018-05-24 00:00:00,566,"Belmont"
"217","942 000002719840",2018-08-22 00:00:00,604,"Belmont"
"218","942 000002719840",2018-11-05 00:00:00,480,"Belmont"
"219","942 000002719840",2018-12-21 00:00:00,481,"Belmont"
"220","942 000002719840",2019-02-28 00:00:00,552,"Belmont"
"221","942 000002719840",2019-04-02 00:00:00,524,"Belmont"
"222","942 000002719840",2019-05-24 00:00:00,524,"Belmont"
"223","942 000002719840",2019-08-28 00:00:00,564,"Belmont"
"224","942 000002719840",2020-03-24 00:00:00,487,"Belmont"
"225","942 000002719902",2018-03-09 00:00:00,530,"Belmont"
"226","942 000002719902",2018-05-21 00:00:00,650,"Belmont"
"227","942 000002719902",2018-08-22 00:00:00,622,"Belmont"
"228","942 000002719902",2018-12-19 00:00:00,489,"Belmont"
"229","942 000002719902",2019-03-01 00:00:00,518,"Belmont"
"230","942 000002719902",2019-04-02 00:00:00,510,"Belmont"
"231","942 000002719902",2019-05-23 00:00:00,546,"Belmont"
"232","942 000002719902",2019-08-28 00:00:00,582,"Belmont"
"233","942 000002719902",2020-03-24 00:00:00,429,"Belmont"
"234","942 000002720162",2018-03-09 00:00:00,518,"Belmont"
"235","942 000002720162",2018-05-21 00:00:00,564,"Belmont"
