"","RFID","Date","Weight","stationname"
"255","982 000167915843",2018-07-23,624,"Tremere"
"256","982 000167917630",2016-07-08,600,"Tremere"
"257","982 000167917630",2017-05-23,614,"Tremere"
"258","982 000167917630",2018-07-26,604,"Tremere"
"259","982 000167918471",2016-07-12,612,"Tremere"
"260","982 000167918471",2017-06-12,672,"Tremere"
"261","982 000167918471",2018-07-31,720,"Tremere"
"262","982 000167928682",2014-09-25,320,"Tremere"
"263","982 000167928682",2016-07-12,536,"Tremere"
"264","982 000167928682",2017-06-12,636,"Tremere"
"265","982 000167929112",2016-07-08,528,"Tremere"
"266","982 000167929112",2017-05-23,560,"Tremere"
"267","982 000167929112",2018-07-26,598,"Tremere"
"268","982 000167929243",2016-07-08,582,"Tremere"
"269","982 000167929243",2017-05-23,598,"Tremere"
"270","982 000167929243",2018-07-26,648,"Tremere"
"271","982 000186092895",2016-07-12,526,"Tremere"
"272","982 000186092895",2017-06-12,578,"Tremere"
"273","982 000186092895",2018-07-23,608,"Tremere"
"274","982 000186093168",2016-07-12,496,"Tremere"
"275","982 000186093168",2017-06-12,620,"Tremere"
"276","982 000186093168",2018-07-23,632,"Tremere"
"277","982 000186097482",2016-07-12,598,"Tremere"
"278","982 000186097482",2017-06-12,620,"Tremere"
"279","982 000186097482",2018-07-31,666,"Tremere"
"280","982 123458795037",2016-07-08,572,"Tremere"
"281","982 123458795037",2017-05-23,608,"Tremere"
"282","982 123458795037",2018-07-26,606,"Tremere"
"283","982 123475155358",2016-07-12,566,"Tremere"
"284","982 123475155358",2017-06-12,624,"Tremere"
"285","982 123475155358",2018-07-23,688,"Tremere"
"286","982 123475155398",2017-02-21,596,"Tremere"
"287","982 123475155398",2017-06-12,608,"Tremere"
"288","982 123475155398",2018-07-23,610,"Tremere"
"289","982 123487738306",2017-01-26,372,"Tremere"
"290","982 123487738306",2017-06-12,578,"Tremere"
"291","982 123487738306",2018-07-23,592,"Tremere"
"292","982 123518924750",2016-12-13,290,"Tremere"
"293","982 123518924750",2017-08-23,371,"Tremere"
"294","982 123518924750",2018-07-26,408,"Tremere"
"295","982 123518924754",2016-12-13,284,"Tremere"
"296","982 123518924754",2017-08-23,372,"Tremere"
"297","982 123518924754",2018-07-26,578,"Tremere"
"298","982 123518924767",2016-12-13,306,"Tremere"
"299","982 123518924767",2017-08-23,399,"Tremere"
