"","RFID","Weight","Date","Location","cattle_id"
"739","982 126055493193",658.71,2023-02-27 21:02:46,"ViedmaB1","63eca2a209a383fcf30aa6c0"
"740","982 126055493145",408.53,2023-02-27 21:02:58,"ViedmaB1","63f336dc1743003b6e081b99"
"741","982 126055493174",521.25,2023-02-27 21:02:58,"ViedmaB1","63eca29f09a383fcf30aa6b5"
"742","982 126055493141",433.88,2023-02-27 21:02:58,"ViedmaB1","63eca2a109a383fcf30aa6bb"
"743","982 126055493140",67.83,2023-02-27 21:02:59,"ViedmaB1","63eca2a109a383fcf30aa6be"
"744","982 126055493186",440.5,2023-02-27 21:03:08,"ViedmaB1","63eca29f09a383fcf30aa6b0"
"745","982 126055493182",411.32,2023-02-27 21:03:18,"ViedmaB1","63eca2a109a383fcf30aa6bf"
"746","982 126055493143",360.7,2023-02-27 21:03:18,"ViedmaB1","63eca2a009a383fcf30aa6b9"
"747","982 126055493172",436.48,2023-02-27 21:03:37,"ViedmaB1","63eca29e09a383fcf30aa6ad"
"748","982 126055493142",303.24,2023-02-27 21:03:37,"ViedmaB1","63eca2a109a383fcf30aa6bc"
"749","982 126055493185",505.79,2023-02-27 21:03:59,"ViedmaB1","63eca2a209a383fcf30aa6c2"
"750","982 126055493144",144.85,2023-02-27 21:03:59,"ViedmaB1","63eca2a009a383fcf30aa6b7"
"751","982 126055493177",549.21,2023-02-27 21:04:34,"ViedmaB1","63eca2a109a383fcf30aa6bd"
"752","982 126055493181",746.08,2023-02-27 21:04:50,"ViedmaB1","63f336dd1743003b6e081b9b"
"753","982 126055493524",213.84,2023-02-27 21:04:50,"ViedmaB1","63eca29f09a383fcf30aa6b3"
"754","982 126055493179",521.86,2023-02-27 21:05:09,"ViedmaB1","63eca29f09a383fcf30aa6b2"
"755","982 126055493175",386.5,2023-02-28 06:05:43,"ViedmaB1","63eca29f09a383fcf30aa6b4"
"756","982 126055493140",522.78,2023-02-28 06:05:49,"ViedmaB1","63eca2a109a383fcf30aa6be"
"757","982 126055493191",410.82,2023-02-28 06:05:55,"ViedmaB1","63f336dc1743003b6e081b97"
"758","982 126055493184",355.93,2023-02-28 06:06:18,"ViedmaB1","63f336dd1743003b6e081b9d"
"759","982 126055493193",538,2023-02-28 07:03:44,"ViedmaB1","63eca2a209a383fcf30aa6c0"
"760","982 126055493178",421.22,2023-02-28 07:15:09,"ViedmaB1","63f336dc1743003b6e081b9a"
"761","982 126055493193",550.77,2023-02-28 07:15:09,"ViedmaB1","63eca2a209a383fcf30aa6c0"
"762","982 126055493172",327.9,2023-02-28 07:15:32,"ViedmaB1","63eca29e09a383fcf30aa6ad"
"763","982 126055493181",453.91,2023-02-28 07:23:15,"ViedmaB1","63f336dd1743003b6e081b9b"
"764","982 126055493194",542.95,2023-02-28 07:25:39,"ViedmaB1","63eca29e09a383fcf30aa6ae"
"765","982 126055493144",614.24,2023-02-28 07:25:39,"ViedmaB1","63eca2a009a383fcf30aa6b7"
"766","982 126055493185",456.4,2023-02-28 07:25:43,"ViedmaB1","63eca2a209a383fcf30aa6c2"
"767","982 126055493179",393.79,2023-02-28 07:26:07,"ViedmaB1","63eca29f09a383fcf30aa6b2"
"768","982 126055493182",547.67,2023-02-28 07:26:41,"ViedmaB1","63eca2a109a383fcf30aa6bf"
"769","032 010001234844",451.7,2023-02-28 07:27:23,"ViedmaB1","63eca29e09a383fcf30aa6ab"
"770","982 126055493174",494.59,2023-02-28 07:27:23,"ViedmaB1","63eca29f09a383fcf30aa6b5"
"771","982 126055493180",438.75,2023-02-28 07:27:42,"ViedmaB1","63f336dd1743003b6e081b9e"
"772","982 126055493524",341.75,2023-02-28 07:31:03,"ViedmaB1","63eca29f09a383fcf30aa6b3"
"773","982 126055493145",344.58,2023-02-28 07:31:07,"ViedmaB1","63f336dc1743003b6e081b99"
"774","982 126055493176",409.57,2023-02-28 07:32:33,"ViedmaB1","63eca29f09a383fcf30aa6b1"
"775","982 126055493190",420.29,2023-02-28 07:45:45,"ViedmaB1","63eca2a009a383fcf30aa6b8"
"776","982 126055493186",324.74,2023-02-28 08:12:21,"ViedmaB1","63eca29f09a383fcf30aa6b0"
"777","982 126055493187",391.18,2023-02-28 08:12:21,"ViedmaB1","63eca29f09a383fcf30aa6b6"
"778","982 126055493189",513.2,2023-02-28 08:16:45,"ViedmaB1","63eca2a209a383fcf30aa6c1"
