"","RFID","Date","Weight","stationname"
"353","942 000026156309",2018-03-02,324,"Berrigurra"
"354","942 000026156318",2017-11-03,252,"Berrigurra"
"355","942 000026156318",2018-02-07,338,"Berrigurra"
"356","942 000026156318",2018-03-02,328,"Berrigurra"
"357","942 000026156342",2017-11-03,222,"Berrigurra"
"358","942 000026156342",2018-02-07,318,"Berrigurra"
"359","942 000026156342",2018-03-02,296,"Berrigurra"
"360","942 000026156343",2017-11-03,206,"Berrigurra"
"361","942 000026156343",2018-02-07,292,"Berrigurra"
"362","942 000026156343",2018-03-02,276,"Berrigurra"
"363","942 000026156349",2017-11-03,250,"Berrigurra"
"364","942 000026156349",2018-02-07,328,"Berrigurra"
"365","942 000026156349",2018-03-02,336,"Berrigurra"
"366","942 000026156367",2017-11-03,252,"Berrigurra"
"367","942 000026156367",2018-02-07,344,"Berrigurra"
"368","942 000026156367",2018-03-02,332,"Berrigurra"
"369","942 000026156369",2017-11-03,220,"Berrigurra"
"370","942 000026156369",2018-03-02,292,"Berrigurra"
"371","942 000026156371",2017-11-03,216,"Berrigurra"
"372","942 000026156371",2018-02-07,290,"Berrigurra"
"373","942 000026156371",2018-03-02,280,"Berrigurra"
"374","942 000026156382",2017-11-03,268,"Berrigurra"
"375","942 000026156382",2018-02-07,374,"Berrigurra"
"376","942 000026156382",2018-03-02,332,"Berrigurra"
"377","942 000026156390",2017-11-03,228,"Berrigurra"
"378","942 000026156390",2018-02-07,350,"Berrigurra"
"379","942 000026156390",2018-03-02,330,"Berrigurra"
"380","942 000026156396",2017-11-03,232,"Berrigurra"
"381","942 000026156396",2018-03-02,306,"Berrigurra"
"382","942 000026156414",2017-11-03,276,"Berrigurra"
"383","942 000026156414",2018-02-07,380,"Berrigurra"
"384","942 000026156414",2018-03-02,366,"Berrigurra"
"385","942 000026156425",2017-11-03,244,"Berrigurra"
"386","942 000026156425",2018-02-07,336,"Berrigurra"
"387","942 000026156425",2018-03-02,322,"Berrigurra"
"388","942 000026156429",2017-11-03,268,"Berrigurra"
"389","942 000026156429",2018-02-07,372,"Berrigurra"
"390","942 000026156429",2018-03-02,346,"Berrigurra"
"391","942 000026156442",2017-11-03,240,"Berrigurra"
"392","942 000026156442",2018-02-07,342,"Berrigurra"
"393","942 000026156442",2018-03-02,326,"Berrigurra"
"394","942 000026156459",2017-11-03,250,"Berrigurra"
"395","942 000026156459",2018-02-07,350,"Berrigurra"
"396","942 000026156459",2018-03-02,340,"Berrigurra"
"397","942 000026156460",2017-11-03,316,"Berrigurra"
"398","942 000026156460",2018-02-07,382,"Berrigurra"
"399","942 000026156460",2018-03-02,364,"Berrigurra"
"400","942 000026156471",2017-11-03,268,"Berrigurra"
"401","942 000026156471",2018-02-07,336,"Berrigurra"
"402","942 000026156471",2018-03-02,306,"Berrigurra"
"403","942 000026156475",2017-11-03,226,"Berrigurra"
"404","942 000026156475",2018-02-07,300,"Berrigurra"
"405","942 000026156475",2018-03-02,292,"Berrigurra"
"406","942 000026156505",2018-02-07,290,"Berrigurra"
"407","942 000026156505",2018-03-02,286,"Berrigurra"
"408","942 000026156526",2017-11-03,262,"Berrigurra"
"409","942 000026156526",2018-02-07,356,"Berrigurra"
"410","942 000026156526",2018-03-02,346,"Berrigurra"
"411","942 000026156564",2017-11-03,250,"Berrigurra"
"412","942 000026156564",2018-02-07,328,"Berrigurra"
"413","942 000026156564",2018-03-02,320,"Berrigurra"
"414","942 000026156583",2017-11-03,268,"Berrigurra"
"415","942 000026156583",2018-02-07,360,"Berrigurra"
"416","942 000026156583",2018-03-02,356,"Berrigurra"
"417","942 000026156591",2017-11-03,236,"Berrigurra"
"418","942 000026156591",2018-02-07,320,"Berrigurra"
"419","942 000026156591",2018-03-02,314,"Berrigurra"
"420","942 000026156596",2017-11-03,248,"Berrigurra"
"421","942 000026156596",2018-02-07,336,"Berrigurra"
"422","942 000026156596",2018-03-02,330,"Berrigurra"
"423","942 000026156629",2017-11-03,266,"Berrigurra"
"424","942 000026156629",2018-02-07,382,"Berrigurra"
"425","942 000026156629",2018-03-02,378,"Berrigurra"
"426","942 000026156648",2017-11-03,232,"Berrigurra"
"427","942 000026156648",2018-02-07,346,"Berrigurra"
"428","942 000026156648",2018-03-02,310,"Berrigurra"
"429","942 000026156658",2017-11-03,228,"Berrigurra"
"430","942 000026156658",2018-02-07,300,"Berrigurra"
"431","942 000026156658",2018-03-02,298,"Berrigurra"
"432","942 000026156672",2018-02-07,318,"Berrigurra"
"433","942 000026156672",2018-03-02,294,"Berrigurra"
"434","942 000026156688",2017-11-03,260,"Berrigurra"
"435","942 000026156688",2018-02-07,358,"Berrigurra"
"436","942 000026156688",2018-03-02,342,"Berrigurra"
"437","942 000026156690",2017-11-03,276,"Berrigurra"
"438","942 000026156690",2018-03-02,336,"Berrigurra"
"439","942 000026156723",2017-11-03,286,"Berrigurra"
"440","942 000026156723",2018-02-07,416,"Berrigurra"
"441","942 000026156723",2018-03-02,390,"Berrigurra"
"442","942 000026156728",2017-11-03,234,"Berrigurra"
"443","942 000026156728",2018-02-07,310,"Berrigurra"
"444","942 000026156728",2018-03-02,284,"Berrigurra"
"445","942 000026156738",2017-11-03,248,"Berrigurra"
"446","942 000026156738",2018-02-07,348,"Berrigurra"
"447","942 000026156738",2018-03-02,320,"Berrigurra"
"448","942 000026156747",2017-11-03,242,"Berrigurra"
"449","942 000026156747",2018-02-07,362,"Berrigurra"
"450","942 000026156747",2018-03-02,352,"Berrigurra"
"451","942 000026156753",2017-11-03,246,"Berrigurra"
"452","942 000026156753",2018-02-07,364,"Berrigurra"
"453","942 000026156753",2018-03-02,336,"Berrigurra"
"454","942 000026156767",2017-11-03,244,"Berrigurra"
"455","942 000026156767",2018-02-07,376,"Berrigurra"
"456","942 000026156767",2018-03-02,370,"Berrigurra"
"457","942 000026156787",2017-11-03,256,"Berrigurra"
"458","942 000026156787",2018-02-07,345,"Berrigurra"
"459","942 000026156787",2018-03-02,334,"Berrigurra"
"460","942 000026156825",2017-11-03,256,"Berrigurra"
"461","942 000026156825",2018-02-07,328,"Berrigurra"
"462","942 000026156825",2018-03-02,364,"Berrigurra"
"463","942 000026156826",2017-11-03,242,"Berrigurra"
"464","942 000026156826",2018-02-07,338,"Berrigurra"
"465","942 000026156826",2018-03-02,314,"Berrigurra"
"466","942 000026156849",2017-11-03,246,"Berrigurra"
"467","942 000026156849",2018-02-07,354,"Berrigurra"
"468","942 000026156849",2018-03-02,328,"Berrigurra"
"469","942 000026156853",2017-11-03,232,"Berrigurra"
"470","942 000026156853",2018-02-07,338,"Berrigurra"
"471","942 000026156853",2018-03-02,314,"Berrigurra"
"472","942 000026156871",2017-11-03,282,"Berrigurra"
"473","942 000026156871",2018-02-07,408,"Berrigurra"
"474","942 000026156871",2018-03-02,374,"Berrigurra"
"475","942 000026156872",2017-11-03,272,"Berrigurra"
"476","942 000026156872",2018-02-07,368,"Berrigurra"
"477","942 000026156872",2018-03-02,324,"Berrigurra"
"478","942 000026156876",2017-11-03,260,"Berrigurra"
"479","942 000026156876",2018-02-07,366,"Berrigurra"
"480","942 000026156876",2018-03-02,324,"Berrigurra"
"481","942 000026156885",2018-02-07,302,"Berrigurra"
"482","942 000026156885",2018-03-02,300,"Berrigurra"
"483","942 000026156895",2017-11-03,214,"Berrigurra"
"484","942 000026156895",2018-02-07,304,"Berrigurra"
"485","942 000026156895",2018-03-02,278,"Berrigurra"
"486","942 000026156915",2017-11-03,224,"Berrigurra"
"487","942 000026156915",2018-02-07,324,"Berrigurra"
"488","942 000026156915",2018-03-02,296,"Berrigurra"
"489","942 000026156928",2017-11-03,228,"Berrigurra"
"490","942 000026156928",2018-02-07,346,"Berrigurra"
"491","942 000026156928",2018-03-02,330,"Berrigurra"
"492","942 000026157009",2017-11-03,252,"Berrigurra"
