"","RFID","Weight","Date","Location","cattle_id"
"234","964 001030932074",247.49,2021-06-18 01:35:53,"latijereta","60dd085223670000fc00496f"
"235","964 001030932129",229.96,2021-06-18 01:37:24,"latijereta","60dd085c23670000fc0049a6"
"236","964 001030932160",283.78,2021-06-18 01:39:37,"latijereta","60dd086123670000fc0049c5"
"237","964 001030932100",257.27,2021-06-18 01:39:37,"latijereta","60dd085523670000fc004989"
"238","964 001030932176",306.19,2021-06-18 01:39:37,"latijereta","60dd086523670000fc0049d5"
"239","964 001030932079",222.22,2021-06-18 01:42:32,"latijereta","60dd085223670000fc004974"
"240","964 001030932043",240.29,2021-06-18 01:43:07,"latijereta","60dd084c23670000fc004950"
"241","964 001030932144",67.88,2021-06-18 01:44:41,"latijereta","60dd085e23670000fc0049b5"
"242","964 001030932111",293,2021-06-18 01:54:35,"latijereta","60dd085823670000fc004994"
"243","964 001030932172",258.98,2021-06-18 01:56:03,"latijereta","60dd086423670000fc0049d1"
"244","964 001030932046",258.85,2021-06-18 01:57:24,"latijereta","60dd084c23670000fc004953"
"245","964 001030932127",263.28,2021-06-18 02:02:55,"latijereta","60dd085c23670000fc0049a4"
"246","964 001030932172",242.15,2021-06-18 02:03:24,"latijereta","60dd086423670000fc0049d1"
"247","964 001030932096",235.75,2021-06-18 02:18:20,"latijereta","60dd085523670000fc004985"
"248","964 001030932029",189.16,2021-06-18 02:20:20,"latijereta","60dd084a23670000fc004942"
"249","964 001030932076",88.21,2021-06-18 02:36:10,"latijereta","60dd085223670000fc004971"
"250","964 001030932014",216.29,2021-06-18 02:36:44,"latijereta","60dd084823670000fc004933"
"251","964 001030932008",203.77,2021-06-18 02:39:40,"latijereta","60dd084723670000fc00492d"
"252","964 001030932040",244.63,2021-06-18 02:39:40,"latijereta","60dd084b23670000fc00494d"
"253","964 001030932170",260.94,2021-06-18 02:41:23,"latijereta","60dd086423670000fc0049cf"
"254","964 001030932051",238.02,2021-06-18 02:41:23,"latijereta","60dd084d23670000fc004958"
"255","964 001030932044",390.31,2021-06-18 02:43:05,"latijereta","60dd084c23670000fc004951"
"256","964 001030932154",220.93,2021-06-18 02:43:05,"latijereta","60dd086023670000fc0049bf"
"257","964 001030932157",245.65,2021-06-18 02:43:05,"latijereta","60dd086123670000fc0049c2"
"258","964 001030932181",238.3,2021-06-18 02:53:43,"latijereta","60dd086523670000fc0049da"
"259","964 001030932048",208.74,2021-06-18 02:53:58,"latijereta","60dd084d23670000fc004955"
"260","964 001030932193",246.51,2021-06-18 03:06:33,"latijereta","60dd086723670000fc0049e6"
"261","964 001030932203",249.89,2021-06-18 03:06:33,"latijereta","60dd086923670000fc0049f0"
"262","964 001030932049",241.7,2021-06-18 03:07:38,"latijereta","60dd084d23670000fc004956"
"263","964 001030932094",266.03,2021-06-18 03:09:11,"latijereta","60dd085423670000fc004983"
"264","964 001030932189",244.17,2021-06-18 03:09:11,"latijereta","60dd086723670000fc0049e2"
"265","964 001030932168",247.78,2021-06-18 03:15:05,"latijereta","60dd086323670000fc0049cd"
"266","964 001030932104",273.96,2021-06-18 03:15:33,"latijereta","60dd085623670000fc00498d"
"267","964 001030932050",307.42,2021-06-18 03:15:33,"latijereta","60dd084d23670000fc004957"
"268","964 001030932199",140.25,2021-06-18 03:16:33,"latijereta","60dd086823670000fc0049ec"
"269","964 001030932209",226.85,2021-06-18 03:18:23,"latijereta","60dd086b23670000fc0049f6"
"270","964 001030932076",117.59,2021-06-18 03:28:51,"latijereta","60dd085223670000fc004971"
"271","964 001030932130",245.37,2021-06-18 03:28:51,"latijereta","60dd085c23670000fc0049a7"
"272","964 001030932123",218.45,2021-06-18 03:39:00,"latijereta","60dd085b23670000fc0049a0"
"273","964 001030932082",252.9,2021-06-18 03:54:04,"latijereta","60dd085323670000fc004977"
"274","964 001030932148",259.97,2021-06-18 03:56:28,"latijereta","60dd085f23670000fc0049b9"
"275","964 001030932031",191.16,2021-06-18 03:58:09,"latijereta","60dd084a23670000fc004944"
"276","964 001030932131",236.24,2021-06-18 03:58:48,"latijereta","60dd085c23670000fc0049a8"
"277","964 001030932156",237.58,2021-06-18 04:00:32,"latijereta","60dd086123670000fc0049c1"
"278","964 001030932186",100.63,2021-06-18 04:35:06,"latijereta","60dd086623670000fc0049df"
"279","964 001030932147",103.39,2021-06-18 04:35:06,"latijereta","60dd085f23670000fc0049b8"
"280","964 001030932010",246.55,2021-06-18 04:38:06,"latijereta","60dd084723670000fc00492f"
"281","964 001030932175",129.67,2021-06-18 04:38:06,"latijereta","60dd086423670000fc0049d4"
"282","964 001030932174",211.61,2021-06-18 05:00:03,"latijereta","60dd086423670000fc0049d3"
"283","964 001030932146",255.24,2021-06-18 05:22:31,"latijereta","60dd085f23670000fc0049b7"
"284","964 001030932084",489.5,2021-06-18 05:22:31,"latijereta","60dd085323670000fc004979"
"285","964 001030932152",210.44,2021-06-18 06:08:21,"latijereta","60dd086023670000fc0049bd"
"286","964 001030932102",155.25,2021-06-18 06:15:49,"latijereta","60dd085623670000fc00498b"
"287","964 001030932013",280.85,2021-06-18 06:16:57,"latijereta","60dd084823670000fc004932"
"288","964 001030932017",289.09,2021-06-18 06:16:57,"latijereta","60dd084823670000fc004936"
"289","964 001030932035",240.27,2021-06-18 06:30:57,"latijereta","60dd084a23670000fc004948"
"290","964 001030932010",121.09,2021-06-18 06:30:57,"latijereta","60dd084723670000fc00492f"
"291","964 001030932104",163.13,2021-06-18 06:38:55,"latijereta","60dd085623670000fc00498d"
"292","964 001030932188",157.48,2021-06-18 06:38:55,"latijereta","60dd086623670000fc0049e1"
"293","964 001030932114",200.07,2021-06-18 06:43:53,"latijereta","60dd085923670000fc004997"
"294","964 001030932072",192.18,2021-06-18 07:04:05,"latijereta","60dd085123670000fc00496d"
"295","964 001030932211",95.42,2021-06-18 07:04:05,"latijereta","60dd086c23670000fc0049f8"
"296","964 001030932002",289.59,2021-06-18 07:21:09,"latijereta","60dd084623670000fc004927"
"297","964 001030932054",263.95,2021-06-18 07:27:01,"latijereta","60dd084e23670000fc00495b"
"298","964 001030932063",123.17,2021-06-18 07:27:01,"latijereta","60dd085023670000fc004964"
"299","964 001030932013",281.08,2021-06-18 08:43:56,"latijereta","60dd084823670000fc004932"
"300","964 001030932172",52.5,2021-06-18 09:13:34,"latijereta","60dd086423670000fc0049d1"
"301","964 001030932084",248.21,2021-06-18 09:14:00,"latijereta","60dd085323670000fc004979"
"302","964 001030932104",125.61,2021-06-18 10:28:40,"latijereta","60dd085623670000fc00498d"
"303","964 001030932006",264.73,2021-06-18 10:28:40,"latijereta","60dd084723670000fc00492b"
"304","964 001030932178",107.85,2021-06-18 11:25:08,"latijereta","60dd086523670000fc0049d7"
"305","964 001030932057",110.2,2021-06-18 11:25:16,"latijereta","60dd084f23670000fc00495e"
"306","964 001030932206",0,2021-06-18 12:01:36,"latijereta","60dd086a23670000fc0049f3"
"307","964 001030932181",251.41,2021-06-18 12:18:22,"latijereta","60dd086523670000fc0049da"
"308","964 001030932134",133.49,2021-06-18 12:18:22,"latijereta","60dd085d23670000fc0049ab"
"309","964 001030932144",246.14,2021-06-18 13:49:03,"latijereta","60dd085e23670000fc0049b5"
